Checks,RoomID,ChestName,Location Name Override,Which Chest it is,Items,"Pos X,Y ROT Z",Health Upgrades,,,Checks,RoomID,ChestName,Location Name Override,Which Chest it is,Items,"Pos X,Y ROT Z",Health Upgrades,,1 Chest,A1_FavelaHub,PU_Money,D_Painter,"{13.5, -12.5, 315}",,1,A1_FavelaHub,PU_Money,,"{13.5, -12.5, 315}"
3 Chest,AB_FirstTrack2,Pleasure Woods-ChestFlaskMana,,PU_ManaFlask,"Blast, PU_Stone_Remembrance","{70, -22.5, 90}",,,,,,,,,,,,,55 Chest,A4_B1,PU_Money,"PU_Stone_Intention, PU_Stone_Creation","{41, -8, 90}",,,,,,
4 Chest,AB_FirstTrack2,Pleasure Woods-ChestMoneyMedium,,PU_Money,"Blast, PU_Stone_Remembrance","{63, -22.5, 270}",,,,,,,,,,,,,56 Chest,A4_B1,PU_Money,"PU_Stone_Intention, Weapon_Teleport","{43, -38, 0}",,,,,,
5 Chest,AB_FirstTrack2,Pleasure Woods-ChestMoneyMedium,,PU_Money,"Blast, PU_Stone_Remembrance","{66.5, -18, 180}",,,,,,,,,,,,,56 Chest,A4_B1,PU_Money,"PU_Stone_Intention, PU_Stone_Creation","{43, -38, 0}",,,,,,
21 Chest,AB_ToDesert_Secret1,Wealth Lair-ChestMoneyMedium,,PU_Money,PU_Stone_Creation,"{5, -14, 0}",,,,,,,,,,,,,57 Chest,A4_B1,PU_Money,"PU_Stone_Intention, Weapon_Teleport","{50, -8, 270}",,,,,,
21 Chest,AB_ToDesert_Secret1,Wealth Lair-ChestMoneyMedium,,PU_Money,Weapon_Teleport,"{5, -14, 0}",,,,,,,,,,,,,57 Chest,A4_B1,PU_Money,"PU_Stone_Intention, PU_Stone_Creation","{50, -8, 270}",,,,,,
66 Chest,AF_11,The Golden Corner-ChestMoneyExtraLarge,,PU_Money,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, PU_Stone_Creation","{33.5, -37, 0}",,,,,,,,,,,,,58 Chest,A4_B1,PU_Money,"PU_Stone_Intention, Weapon_Teleport","{61, -27.5, 90}",,,,,,
66 Chest,AF_11,The Golden Corner-ChestMoneyExtraLarge,,PU_Money,"Wall Break, PU_Stone_Creation, PU_Stone_Intention","{33.5, -37, 0}",,,,,,,,,,,,,58 Chest,A4_B1,PU_Money,"PU_Stone_Intention, PU_Stone_Creation","{61, -27.5, 90}",,,,,,
66 Chest,AF_11,The Golden Corner-ChestMoneyExtraLarge,,PU_Money,"Wall Break, PU_Stone_Creation, PU_Stone_Remembrance, PU_Stone_Intention","{33.5, -37, 0}",,,,,,,,,,,,,59 Chest,A4_B1,PU_Money,"PU_Stone_Intention, Weapon_Teleport","{5.5, -12, 0}",,,,,,
66 Chest,AF_11,The Golden Corner-ChestMoneyExtraLarge,,PU_Money,"Wall Break, Weapon_Teleport, PU_Stone_Intention","{33.5, -37, 0}",,,,,,,,,,,,,59 Chest,A4_B1,PU_Money,"PU_Stone_Intention, PU_Stone_Creation","{5.5, -12, 0}",,,,,,
66 Chest,AF_11,The Golden Corner-ChestMoneyExtraLarge,,PU_Money,"Wall Break, Weapon_Teleport, PU_Stone_Remembrance, PU_Stone_Intention","{33.5, -37, 0}",,,,,,,,,,,,,60 Chest,A4_B4,PU_DandaraArrow,"PU_Stone_Intention, Weapon_Teleport","{72.5, -75, 0}",,,,,,
66 Chest,AF_11,The Golden Corner-ChestMoneyExtraLarge,,PU_Money,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, Weapon_Teleport","{33.5, -37, 0}",,,,,,,,,,,,,60 Chest,A4_B4,PU_DandaraArrow,"PU_Stone_Intention, PU_Stone_Creation","{72.5, -75, 0}",,,,,,
42 Chest,AF_12,The Golden Angle-MoneyChest (1),,PU_Money,"PU_Stone_Dreams, PU_Stone_Remembrance, PU_Stone_Creation","{62, -12, 0}",,,,,,,,,,,,,61 Chest,A3_Back5,PU_ManaFlask,Weapon_Teleport,"{27.438, -9, 270}",,,,,,
42 Chest,AF_12,The Golden Angle-MoneyChest (1),,PU_Money,"PU_Stone_Dreams, PU_Stone_Remembrance, Weapon_Teleport","{62, -12, 0}",,,,,,,,,,,,,61 Chest,A3_Back5,PU_ManaFlask,"PU_Stone_Creation, PU_Stone_Intention","{27.438, -9, 270}",,,,,,
42 Chest,AF_12,The Golden Angle-MoneyChest (1),,PU_Money,"Wall Break, PU_Stone_Creation, PU_Stone_Intention","{62, -12, 0}",,,,,,,,,,,,,5 Altar,A3_BackSecret3,Weapon_Bounce,Weapon_Teleport,"{15.5, -16, 0}",,,,,,
42 Chest,AF_12,The Golden Angle-MoneyChest (1),,PU_Money,"Wall Break, PU_Stone_Creation, PU_Stone_Remembrance, PU_Stone_Intention","{62, -12, 0}",,,,,,,,,,,,,5 Altar,A3_BackSecret3,Weapon_Bounce,"PU_Stone_Creation, PU_Stone_Intention","{15.5, -16, 0}",,,,,,
42 Chest,AF_12,The Golden Angle-MoneyChest (1),,PU_Money,"Wall Break, Weapon_Teleport, PU_Stone_Intention","{62, -12, 0}",,,,,,,,,,,,,62 Chest,AF_C4_2,PU_HealthFlask,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, PU_Stone_Creation","{3, -7.5, 270}",,,,,,
42 Chest,AF_12,The Golden Angle-MoneyChest (1),,PU_Money,"Wall Break, Weapon_Teleport, PU_Stone_Remembrance, PU_Stone_Intention","{62, -12, 0}",,,,,,,,,,,,,62 Chest,AF_C4_2,PU_HealthFlask,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, Weapon_Teleport","{3, -7.5, 270}",,,,,,
43 Chest,AF_12,The Golden Angle-ChestMoneyLarge,,PU_Money,"PU_Stone_Dreams, PU_Stone_Remembrance, PU_Stone_Creation","{44, -10, 180}",,,,,,,,,,,,,63 Chest,AF_D2,PU_Money,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, PU_Stone_Creation","{15, -9, 0}",,,,,,
43 Chest,AF_12,The Golden Angle-ChestMoneyLarge,,PU_Money,"PU_Stone_Dreams, PU_Stone_Remembrance, Weapon_Teleport","{44, -10, 180}",,,,,,,,,,,,,63 Chest,AF_D2,PU_Money,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, Weapon_Teleport","{15, -9, 0}",,,,,,
43 Chest,AF_12,The Golden Angle-ChestMoneyLarge,,PU_Money,"Wall Break, PU_Stone_Creation, PU_Stone_Intention","{44, -10, 180}",,,,,,,,,,,,,64 Chest,AF_D6,PU_Money,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, PU_Stone_Creation","{57, -18, 0}",,,,,,
43 Chest,AF_12,The Golden Angle-ChestMoneyLarge,,PU_Money,"Wall Break, PU_Stone_Creation, PU_Stone_Remembrance, PU_Stone_Intention","{44, -10, 180}",,,,,,,,,,,,,64 Chest,AF_D6,PU_Money,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, Weapon_Teleport","{57, -18, 0}",,,,,,
43 Chest,AF_12,The Golden Angle-ChestMoneyLarge,,PU_Money,"Wall Break, Weapon_Teleport, PU_Stone_Intention","{44, -10, 180}",,,,,,,,,,,,,65 Chest,AF_D6,PU_Money,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, PU_Stone_Creation","{23.325, -14.675, 45}",,,,,,
43 Chest,AF_12,The Golden Angle-ChestMoneyLarge,,PU_Money,"Wall Break, Weapon_Teleport, PU_Stone_Remembrance, PU_Stone_Intention","{44, -10, 180}",,,,,,,,,,,,,65 Chest,AF_D6,PU_Money,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, Weapon_Teleport","{23.325, -14.675, 45}",,,,,,
46 Chest,AF_9,Palmares Track-ChestFlaskHealth,,PU_HealthFlask,"PU_Stone_Dreams, PU_Stone_Creation, PU_Stone_Intention","{30, -33.47, 90}",,,,,,,,,,,,,66 Chest,AF_11,PU_Money,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, PU_Stone_Creation","{33.5, -37, 0}",,,,,,
46 Chest,AF_9,Palmares Track-ChestFlaskHealth,,PU_HealthFlask,"PU_Stone_Dreams, Weapon_Teleport, PU_Stone_Intention","{30, -33.47, 90}",,,,,,,,,,,,,66 Chest,AF_11,PU_Money,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, Weapon_Teleport","{33.5, -37, 0}",,,,,,
46 Chest,AF_9,Palmares Track-ChestFlaskHealth,,PU_HealthFlask,"Wall Break, PU_Stone_Creation, PU_Stone_Intention","{30, -33.47, 90}",,,,,,,,,,,,,67 Chest,AF_D7,PU_DandaraArrow,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, PU_Stone_Creation","{13.5, -33, 0}",,,,,,
46 Chest,AF_9,Palmares Track-ChestFlaskHealth,,PU_HealthFlask,"Wall Break, PU_Stone_Creation, PU_Stone_Remembrance, PU_Stone_Intention","{30, -33.47, 90}",,,,,,,,,,,,,67 Chest,AF_D7,PU_DandaraArrow,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, Weapon_Teleport","{13.5, -33, 0}",,,,,,
46 Chest,AF_9,Palmares Track-ChestFlaskHealth,,PU_HealthFlask,"Wall Break, Weapon_Teleport, PU_Stone_Intention","{30, -33.47, 90}",,,,,,,,,,,,,68 Chest,AF_D7,PU_ManaFlask,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, PU_Stone_Creation","{16, -4, 180}",,,,,,
46 Chest,AF_9,Palmares Track-ChestFlaskHealth,,PU_HealthFlask,"Wall Break, Weapon_Teleport, PU_Stone_Remembrance, PU_Stone_Intention","{30, -33.47, 90}",,,,,,,,,,,,,68 Chest,AF_D7,PU_ManaFlask,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, Weapon_Teleport","{16, -4, 180}",,,,,,
47 Chest,AF_9,The Golden Storage-ChestMoney2000 (1),,PU_Money,"PU_Stone_Dreams, PU_Stone_Creation, PU_Stone_Intention","{12.5, -22, 0}",,,,,,,,,,,,,69 Chest,AF_D7,PU_Money,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, PU_Stone_Creation","{28.5, -4, 180}",,,,,,
47 Chest,AF_9,The Golden Storage-ChestMoney2000 (1),,PU_Money,"PU_Stone_Dreams, Weapon_Teleport, PU_Stone_Intention","{12.5, -22, 0}",,,,,,,,,,,,,69 Chest,AF_D7,PU_Money,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, Weapon_Teleport","{28.5, -4, 180}",,,,,,
47 Chest,AF_9,The Golden Storage-ChestMoney2000 (1),,PU_Money,"Wall Break, PU_Stone_Creation, PU_Stone_Intention","{12.5, -22, 0}",,,,,,,,,,,,,OverWorldGoal 1,AF_Boss,FinalBoss_Kill,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, PU_Stone_Creation",Goal,,,,,,
47 Chest,AF_9,The Golden Storage-ChestMoney2000 (1),,PU_Money,"Wall Break, PU_Stone_Creation, PU_Stone_Remembrance, PU_Stone_Intention","{12.5, -22, 0}",,,,,,,,,,,,,OverWorldGoal 1,AF_Boss,FinalBoss_Kill,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, Weapon_Teleport",Goal,,,,,,
47 Chest,AF_9,The Golden Storage-ChestMoney2000 (1),,PU_Money,"Wall Break, Weapon_Teleport, PU_Stone_Intention","{12.5, -22, 0}",,,,,,,,,,,,,,,,,,,,,,,
47 Chest,AF_9,The Golden Storage-ChestMoney2000 (1),,PU_Money,"Wall Break, Weapon_Teleport, PU_Stone_Remembrance, PU_Stone_Intention","{12.5, -22, 0}",,,,,,,,,,,,,,,,,,,,,,,
48 Chest,AF_9,The Golden Storage-MoneyChest (2),,PU_Money,"PU_Stone_Dreams, PU_Stone_Creation, PU_Stone_Intention","{2, -13.5, 90}",,,,,,,,,,,,,,,,,,,,,,,
48 Chest,AF_9,The Golden Storage-MoneyChest (2),,PU_Money,"PU_Stone_Dreams, Weapon_Teleport, PU_Stone_Intention","{2, -13.5, 90}",,,,,,,,,,,,,,,,,,,,,,,
48 Chest,AF_9,The Golden Storage-MoneyChest (2),,PU_Money,"Wall Break, PU_Stone_Creation, PU_Stone_Intention","{2, -13.5, 90}",,,,,,,,,,,,,,,,,,,,,,,
48 Chest,AF_9,The Golden Storage-MoneyChest (2),,PU_Money,"Wall Break, PU_Stone_Creation, PU_Stone_Remembrance, PU_Stone_Intention","{2, -13.5, 90}",,,,,,,,,,,,,,,,,,,,,,,
48 Chest,AF_9,The Golden Storage-MoneyChest (2),,PU_Money,"Wall Break, Weapon_Teleport, PU_Stone_Intention","{2, -13.5, 90}",,,,,,,,,,,,,,,,,,,,,,,
48 Chest,AF_9,The Golden Storage-MoneyChest (2),,PU_Money,"Wall Break, Weapon_Teleport, PU_Stone_Remembrance, PU_Stone_Intention","{2, -13.5, 90}",,,,,,,,,,,,,,,,,,,,,,,
49 Chest,AF_9,The Golden Storage-ChestMoneyLarge,,PU_Money,"PU_Stone_Dreams, PU_Stone_Creation, PU_Stone_Intention","{7.5, -22, 0}",,,,,,,,,,,,,,,,,,,,,,,
49 Chest,AF_9,The Golden Storage-ChestMoneyLarge,,PU_Money,"PU_Stone_Dreams, Weapon_Teleport, PU_Stone_Intention","{7.5, -22, 0}",,,,,,,,,,,,,,,,,,,,,,,
49 Chest,AF_9,The Golden Storage-ChestMoneyLarge,,PU_Money,"Wall Break, PU_Stone_Creation, PU_Stone_Intention","{7.5, -22, 0}",,,,,,,,,,,,,,,,,,,,,,,
49 Chest,AF_9,The Golden Storage-ChestMoneyLarge,,PU_Money,"Wall Break, PU_Stone_Creation, PU_Stone_Remembrance, PU_Stone_Intention","{7.5, -22, 0}",,,,,,,,,,,,,,,,,,,,,,,
49 Chest,AF_9,The Golden Storage-ChestMoneyLarge,,PU_Money,"Wall Break, Weapon_Teleport, PU_Stone_Intention","{7.5, -22, 0}",,,,,,,,,,,,,,,,,,,,,,,
49 Chest,AF_9,The Golden Storage-ChestMoneyLarge,,PU_Money,"Wall Break, Weapon_Teleport, PU_Stone_Remembrance, PU_Stone_Intention","{7.5, -22, 0}",,,,,,,,,,,,,,,,,,,,,,,
OverWorldGoal 1,AF_Boss,EldarKilled,Kill Eldar,FinalBoss_Kill,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, PU_Stone_Creation",Goal,,,,,,,,,,,,,,,,,,,,,,,
OverWorldGoal 1,AF_Boss,EldarKilled,Kill Eldar,FinalBoss_Kill,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, Weapon_Teleport",Goal,,,,,,,,,,,,,,,,,,,,,,,
OverWorldGoal 1,AF_Boss,EldarKilled,Kill Eldar,FinalBoss_Kill,"Wall Break, PU_Stone_Intention, PU_Stone_Remembrance, PU_Stone_Creation",Goal,,,,,,,,,,,,,,,,,,,,,,,
OverWorldGoal 1,AF_Boss,EldarKilled,Kill Eldar,FinalBoss_Kill,"Wall Break, PU_Stone_Intention, PU_Stone_Remembrance, Weapon_Teleport",Goal,,,,,,,,,,,,,,,,,,,,,,,
62 Chest,AF_C4_2,"No Pain, No Gain-ChestFlaskHealth",,PU_HealthFlask,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, PU_Stone_Creation","{3, -7.5, 270}",,,,,,,,,,,,,,,,,,,,,,,
62 Chest,AF_C4_2,"No Pain, No Gain-ChestFlaskHealth",,PU_HealthFlask,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, Weapon_Teleport","{3, -7.5, 270}",,,,,,,,,,,,,,,,,,,,,,,
62 Chest,AF_C4_2,"No Pain, No Gain-ChestFlaskHealth",,PU_HealthFlask,"Wall Break, PU_Stone_Creation, PU_Stone_Intention","{3, -7.5, 270}",,,,,,,,,,,,,,,,,,,,,,,
62 Chest,AF_C4_2,"No Pain, No Gain-ChestFlaskHealth",,PU_HealthFlask,"Wall Break, PU_Stone_Creation, PU_Stone_Remembrance, PU_Stone_Intention","{3, -7.5, 270}",,,,,,,,,,,,,,,,,,,,,,,
62 Chest,AF_C4_2,"No Pain, No Gain-ChestFlaskHealth",,PU_HealthFlask,"Wall Break, Weapon_Teleport, PU_Stone_Intention","{3, -7.5, 270}",,,,,,,,,,,,,,,,,,,,,,,
62 Chest,AF_C4_2,"No Pain, No Gain-ChestFlaskHealth",,PU_HealthFlask,"Wall Break, Weapon_Teleport, PU_Stone_Remembrance, PU_Stone_Intention","{3, -7.5, 270}",,,,,,,,,,,,,,,,,,,,,,,
63 Chest,AF_D2,Command Center-ChestMoneyExtraLarge,,PU_Money,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, PU_Stone_Creation","{15, -9, 0}",,,,,,,,,,,,,,,,,,,,,,,
63 Chest,AF_D2,Command Center-ChestMoneyExtraLarge,,PU_Money,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, Weapon_Teleport","{15, -9, 0}",,,,,,,,,,,,,,,,,,,,,,,
63 Chest,AF_D2,Command Center-ChestMoneyExtraLarge,,PU_Money,"Wall Break, PU_Stone_Creation, PU_Stone_Intention","{15, -9, 0}",,,,,,,,,,,,,,,,,,,,,,,
63 Chest,AF_D2,Command Center-ChestMoneyExtraLarge,,PU_Money,"Wall Break, PU_Stone_Creation, PU_Stone_Remembrance, PU_Stone_Intention","{15, -9, 0}",,,,,,,,,,,,,,,,,,,,,,,
63 Chest,AF_D2,Command Center-ChestMoneyExtraLarge,,PU_Money,"Wall Break, Weapon_Teleport, PU_Stone_Intention","{15, -9, 0}",,,,,,,,,,,,,,,,,,,,,,,
63 Chest,AF_D2,Command Center-ChestMoneyExtraLarge,,PU_Money,"Wall Break, Weapon_Teleport, PU_Stone_Remembrance, PU_Stone_Intention","{15, -9, 0}",,,,,,,,,,,,,,,,,,,,,,,
64 Chest,AF_D6,Greediness Space-ChestMoneyExtraLarge,,PU_Money,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, PU_Stone_Creation","{57, -18, 0}",,,,,,,,,,,,,,,,,,,,,,,
64 Chest,AF_D6,Greediness Space-ChestMoneyExtraLarge,,PU_Money,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, Weapon_Teleport","{57, -18, 0}",,,,,,,,,,,,,,,,,,,,,,,
64 Chest,AF_D6,Greediness Space-ChestMoneyExtraLarge,,PU_Money,"Wall Break, PU_Stone_Creation, PU_Stone_Intention","{57, -18, 0}",,,,,,,,,,,,,,,,,,,,,,,
64 Chest,AF_D6,Greediness Space-ChestMoneyExtraLarge,,PU_Money,"Wall Break, PU_Stone_Creation, PU_Stone_Remembrance, PU_Stone_Intention","{57, -18, 0}",,,,,,,,,,,,,,,,,,,,,,,
64 Chest,AF_D6,Greediness Space-ChestMoneyExtraLarge,,PU_Money,"Wall Break, Weapon_Teleport, PU_Stone_Intention","{57, -18, 0}",,,,,,,,,,,,,,,,,,,,,,,
64 Chest,AF_D6,Greediness Space-ChestMoneyExtraLarge,,PU_Money,"Wall Break, Weapon_Teleport, PU_Stone_Remembrance, PU_Stone_Intention","{57, -18, 0}",,,,,,,,,,,,,,,,,,,,,,,
65 Chest,AF_D6,Greediness Space-ChestMoneyExtraLarge,,PU_Money,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, PU_Stone_Creation","{23.325, -14.675, 45}",,,,,,,,,,,,,,,,,,,,,,,
65 Chest,AF_D6,Greediness Space-ChestMoneyExtraLarge,,PU_Money,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, Weapon_Teleport","{23.325, -14.675, 45}",,,,,,,,,,,,,,,,,,,,,,,
65 Chest,AF_D6,Greediness Space-ChestMoneyExtraLarge,,PU_Money,"Wall Break, PU_Stone_Creation, PU_Stone_Intention","{23.325, -14.675, 45}",,,,,,,,,,,,,,,,,,,,,,,
65 Chest,AF_D6,Greediness Space-ChestMoneyExtraLarge,,PU_Money,"Wall Break, PU_Stone_Creation, PU_Stone_Remembrance, PU_Stone_Intention","{23.325, -14.675, 45}",,,,,,,,,,,,,,,,,,,,,,,
65 Chest,AF_D6,Greediness Space-ChestMoneyExtraLarge,,PU_Money,"Wall Break, Weapon_Teleport, PU_Stone_Intention","{23.325, -14.675, 45}",,,,,,,,,,,,,,,,,,,,,,,
65 Chest,AF_D6,Greediness Space-ChestMoneyExtraLarge,,PU_Money,"Wall Break, Weapon_Teleport, PU_Stone_Remembrance, PU_Stone_Intention","{23.325, -14.675, 45}",,,,,,,,,,,,,,,,,,,,,,,
67 Chest,AF_D7,Miserliness Space-ChestDandaraArrow,,PU_DandaraArrow,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, PU_Stone_Creation","{13.5, -33, 0}",,,,,,,,,,,,,,,,,,,,,,,
67 Chest,AF_D7,Miserliness Space-ChestDandaraArrow,,PU_DandaraArrow,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, Weapon_Teleport","{13.5, -33, 0}",,,,,,,,,,,,,,,,,,,,,,,
67 Chest,AF_D7,Miserliness Space-ChestDandaraArrow,,PU_DandaraArrow,"Wall Break, PU_Stone_Creation, PU_Stone_Intention","{13.5, -33, 0}",,,,,,,,,,,,,,,,,,,,,,,
67 Chest,AF_D7,Miserliness Space-ChestDandaraArrow,,PU_DandaraArrow,"Wall Break, PU_Stone_Creation, PU_Stone_Remembrance, PU_Stone_Intention","{13.5, -33, 0}",,,,,,,,,,,,,,,,,,,,,,,
67 Chest,AF_D7,Miserliness Space-ChestDandaraArrow,,PU_DandaraArrow,"Wall Break, Weapon_Teleport, PU_Stone_Intention","{13.5, -33, 0}",,,,,,,,,,,,,,,,,,,,,,,
67 Chest,AF_D7,Miserliness Space-ChestDandaraArrow,,PU_DandaraArrow,"Wall Break, Weapon_Teleport, PU_Stone_Remembrance, PU_Stone_Intention","{13.5, -33, 0}",,,,,,,,,,,,,,,,,,,,,,,
68 Chest,AF_D7,Miserliness Space-ChestFlaskMana,,PU_ManaFlask,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, PU_Stone_Creation","{16, -4, 180}",,,,,,,,,,,,,,,,,,,,,,,
68 Chest,AF_D7,Miserliness Space-ChestFlaskMana,,PU_ManaFlask,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, Weapon_Teleport","{16, -4, 180}",,,,,,,,,,,,,,,,,,,,,,,
68 Chest,AF_D7,Miserliness Space-ChestFlaskMana,,PU_ManaFlask,"Wall Break, PU_Stone_Creation, PU_Stone_Intention","{16, -4, 180}",,,,,,,,,,,,,,,,,,,,,,,
68 Chest,AF_D7,Miserliness Space-ChestFlaskMana,,PU_ManaFlask,"Wall Break, PU_Stone_Creation, PU_Stone_Remembrance, PU_Stone_Intention","{16, -4, 180}",,,,,,,,,,,,,,,,,,,,,,,
68 Chest,AF_D7,Miserliness Space-ChestFlaskMana,,PU_ManaFlask,"Wall Break, Weapon_Teleport, PU_Stone_Intention","{16, -4, 180}",,,,,,,,,,,,,,,,,,,,,,,
68 Chest,AF_D7,Miserliness Space-ChestFlaskMana,,PU_ManaFlask,"Wall Break, Weapon_Teleport, PU_Stone_Remembrance, PU_Stone_Intention","{16, -4, 180}",,,,,,,,,,,,,,,,,,,,,,,
69 Chest,AF_D7,Miserliness Space-ChestMoneyExtraLarge,,PU_Money,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, PU_Stone_Creation","{28.5, -4, 180}",,,,,,,,,,,,,,,,,,,,,,,
69 Chest,AF_D7,Miserliness Space-ChestMoneyExtraLarge,,PU_Money,"PU_Stone_Dreams, PU_Stone_Intention, PU_Stone_Remembrance, Weapon_Teleport","{28.5, -4, 180}",,,,,,,,,,,,,,,,,,,,,,,
69 Chest,AF_D7,Miserliness Space-ChestMoneyExtraLarge,,PU_Money,"Wall Break, PU_Stone_Creation, PU_Stone_Intention","{28.5, -4, 180}",,,,,,,,,,,,,,,,,,,,,,,
69 Chest,AF_D7,Miserliness Space-ChestMoneyExtraLarge,,PU_Money,"Wall Break, PU_Stone_Creation, PU_Stone_Remembrance, PU_Stone_Intention","{28.5, -4, 180}",,,,,,,,,,,,,,,,,,,,,,,
69 Chest,AF_D7,Miserliness Space-ChestMoneyExtraLarge,,PU_Money,"Wall Break, Weapon_Teleport, PU_Stone_Intention","{28.5, -4, 180}",,,,,,,,,,,,,,,,,,,,,,,
69 Chest,AF_D7,Miserliness Space-ChestMoneyExtraLarge,,PU_Money,"Wall Break, Weapon_Teleport, PU_Stone_Remembrance, PU_Stone_Intention","{28.5, -4, 180}",,,,,,,,,,,,,,,,,,,,,,,
20 Chest,AF_FinalCamp,Eldarian Gates-ChestMoneyLarge,,PU_Money,PU_Stone_Creation,"{24, -9.5, 90}",,,,,,,,,,,,,,,,,,,,,,,
20 Chest,AF_FinalCamp,Eldarian Gates-ChestMoneyLarge,,PU_Money,Weapon_Teleport,"{24, -9.5, 90}",,,,,,,,,,,,,,,,,,,,,,,
